"idTransaction": 70278,"isO03_cProcessingCode": "020000","isO04_nTransactionAmount": 1200,"isO11_cSystemTrace": "039796","isO12_cLocalTransactionTime": "143039","isO37_cRetrievalReferenceNumber": "004472039789","isO38_cAuthorizationResponse": "005773","isO39_cResponseCode": "00","isO48_cAdditionalData_Installments": "001","isO60_cReservedPrivate_HostResponse": "","isO62_cTicketNumber": "0100","isO63_cReservedPrivate_BatchNumber": "023","cGuid": "3BF6D317-0015-420C-AACA-E54383D2882B","isO_MTI_cMessageType": "0200","isO_MTI_cMessageType_Response": "0210"
"idTransaction": 75633,"isO03_cProcessingCode": "020000","isO04_nTransactionAmount": 1200,"isO11_cSystemTrace": "045314","isO12_cLocalTransactionTime": "150936","isO37_cRetrievalReferenceNumber": "001659045231","isO38_cAuthorizationResponse": "070971","isO39_cResponseCode": "00","isO48_cAdditionalData_Installments": "001","isO60_cReservedPrivate_HostResponse": "","isO62_cTicketNumber": "0103","isO63_cReservedPrivate_BatchNumber": "025","cGuid": "39F7611D-C886-4ADF-AE1F-E40CF4C18900","isO_MTI_cMessageType": "0200","isO_MTI_cMessageType_Response": "0210"
"idTransaction": 75772,"isO03_cProcessingCode": "020000","isO04_nTransactionAmount": 1200,"isO11_cSystemTrace": "045320","isO12_cLocalTransactionTime": "150936","isO37_cRetrievalReferenceNumber": "001659045231","isO38_cAuthorizationResponse": "040661","isO39_cResponseCode": "00","isO48_cAdditionalData_Installments": "001","isO60_cReservedPrivate_HostResponse": "","isO62_cTicketNumber": "0103","isO63_cReservedPrivate_BatchNumber": "025","cGuid": "AB047B0B-F0E9-47FC-96E0-301545EF0A07","isO_MTI_cMessageType": "0200","isO_MTI_cMessageType_Response": "0210"
"idTransaction": 75775,"isO03_cProcessingCode": "020000","isO04_nTransactionAmount": 1200,"isO11_cSystemTrace": "045329","isO12_cLocalTransactionTime": "150936","isO37_cRetrievalReferenceNumber": "005768045326","isO38_cAuthorizationResponse": "050165","isO39_cResponseCode": "00","isO48_cAdditionalData_Installments": "001","isO60_cReservedPrivate_HostResponse": "","isO62_cTicketNumber": "0105","isO63_cReservedPrivate_BatchNumber": "025","cGuid": "B57BB96A-039A-4AA5-A924-3D2AA6E7B086","isO_MTI_cMessageType": "0200","isO_MTI_cMessageType_Response": "0210"
"idTransaction": 75779,"isO03_cProcessingCode": "220000","isO04_nTransactionAmount": 1400,"isO11_cSystemTrace": "045426","isO12_cLocalTransactionTime": "150936","isO37_cRetrievalReferenceNumber": "000018045421","isO38_cAuthorizationResponse": "007215","isO39_cResponseCode": "00","isO48_cAdditionalData_Installments": "001","isO60_cReservedPrivate_HostResponse": "","isO62_cTicketNumber": "1212","isO63_cReservedPrivate_BatchNumber": "246","cGuid": "98C58E68-15B3-4D33-BA9C-820371FDE8DC","isO_MTI_cMessageType": "0200","isO_MTI_cMessageType_Response": "0210"
"idTransaction": 75793,"isO03_cProcessingCode": "020000","isO04_nTransactionAmount": 1200,"isO11_cSystemTrace": "039816","isO12_cLocalTransactionTime": "151412","isO37_cRetrievalReferenceNumber": "004485039814","isO38_cAuthorizationResponse": "003909","isO39_cResponseCode": "00","isO48_cAdditionalData_Installments": "001","isO60_cReservedPrivate_HostResponse": "","isO62_cTicketNumber": "0101","isO63_cReservedPrivate_BatchNumber": "024","cGuid": "3AD2CEF8-B38C-4CBF-9EC4-F3760A939C90","isO_MTI_cMessageType": "0200","isO_MTI_cMessageType_Response": "0210"
"idTransaction": 75862,"isO03_cProcessingCode": "020000","isO04_nTransactionAmount": 1200,"isO11_cSystemTrace": "039816","isO12_cLocalTransactionTime": "151412","isO37_cRetrievalReferenceNumber": "004485039814","isO38_cAuthorizationResponse": "003909","isO39_cResponseCode": "00","isO48_cAdditionalData_Installments": "001","isO60_cReservedPrivate_HostResponse": "","isO62_cTicketNumber": "0101","isO63_cReservedPrivate_BatchNumber": "024","cGuid": "6C12301D-E6C5-492C-9F85-0F1009B1A232","isO_MTI_cMessageType": "0400","isO_MTI_cMessageType_Response": "0410"
"idTransaction": 75877,"isO03_cProcessingCode": "220000","isO04_nTransactionAmount": 1400,"isO11_cSystemTrace": "045433","isO12_cLocalTransactionTime": "151412","isO37_cRetrievalReferenceNumber": "000018045421","isO38_cAuthorizationResponse": "007219","isO39_cResponseCode": "00","isO48_cAdditionalData_Installments": "001","isO60_cReservedPrivate_HostResponse": "","isO62_cTicketNumber": "1212","isO63_cReservedPrivate_BatchNumber": "246","cGuid": "59A7466C-FFCF-4FDE-94FD-DECDAF21AE8D","isO_MTI_cMessageType": "0200","isO_MTI_cMessageType_Response": "0210"
"idTransaction": 70288,"isO03_cProcessingCode": "020000","isO04_nTransactionAmount": 1200,"isO11_cSystemTrace": "039796","isO12_cLocalTransactionTime": "145212","isO37_cRetrievalReferenceNumber": "004472039789","isO38_cAuthorizationResponse": "","isO39_cResponseCode": "01","isO48_cAdditionalData_Installments": "001","isO60_cReservedPrivate_HostResponse": "","isO62_cTicketNumber": "0100","isO63_cReservedPrivate_BatchNumber": "023","cGuid": "C548716F-4FE0-4469-B5AF-4B0ECC392A92","isO_MTI_cMessageType": "0400","isO_MTI_cMessageType_Response": "0410"
"idTransaction": 75785,"isO03_cProcessingCode": "220000","isO04_nTransactionAmount": 1400,"isO11_cSystemTrace": "045426","isO12_cLocalTransactionTime": "150936","isO37_cRetrievalReferenceNumber": "000018045421","isO38_cAuthorizationResponse": "","isO39_cResponseCode": "05","isO48_cAdditionalData_Installments": "001","isO60_cReservedPrivate_HostResponse": "","isO62_cTicketNumber": "1212","isO63_cReservedPrivate_BatchNumber": "246","cGuid": "C7994857-5E59-4545-90F8-F40402846463","isO_MTI_cMessageType": "0400","isO_MTI_cMessageType_Response": "0410"
